1779;0
1878;0
1979;0
2078;0
2180;0
2279;0
2379;0
2478;0
2580;0
2679;0
2779;0
2879;0
2978;0
3080;0
3179;0
3278;0
3379;214
3478;11
3578;0
3680;0
3780;0
3879;0
3980;0
4078;0
4180;0
4296;0
